 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
4951502.0,https://www.abc.net.au/news/4951502,Syrian president Bashar al-Assad's sarin gas claim implausible,"Syrian president Bashar al-Assad claims sarin is a primitive gas that can be made in a backyard, and could have been used by rebels in the suspected chemical attack in Damascus on August 2013.",Bashar al-Assad,Implausible,Other,Foreign_Relations,Terrorism,2013-07-03 00:00:00,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-07-03 00:00:00,"Syrian president Bashar al-Assad says sarin is a primitive gas that can be made in a backyard, and could have been used by rebels in the suspected chemical attack in Damascus on August 21.",There is significant evidence and intelligence linking the Assad regime to the attack. Intelligence agencies and NGOs have found no evidence that any group other than the Assad government possesses chemical weapons on a scale deployed on August 21 or the types of rockets involved.
4961132.0,https://www.abc.net.au/news/4961132,Julia Gillard's 'carbon tax' regrets debatable,"Julia Gillard claims her decision not to argue against a fixed carbon price being labelled a ""tax"" hurt her politically.",Julia Gillard,Debatable,Labor,Environment,Carbon Tax,"Age, The (Melbourne, Australia)",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,,"Julia Gillard says her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically. ","Ms Gillard had strong grounds to argue the carbon price was not legally a tax, but she would have faced credible counter-arguments to the contrary."
4963228.0,https://www.abc.net.au/news/4963228,Ita Buttrose correct: Glass ceiling still exists in Australia,Australian of the Year Ita Buttrose claims the lack of women in Prime Minister Tony Abbott's cabinet shows the glass ceiling still exists in Australia and that women are yet to break through it.,Ita Buttrose,Correct,Other,Gender,Equal Opportunities,Page 18,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,,Ita Buttrose says the lack of women in Tony Abbott's cabinet shows women are yet to break through the glass ceiling. ,"When the glass ceiling is measured in terms of the under-representation of women in senior levels of Australian politics and business, and persistent income inequality, Ms Buttrose is correct."
4965854.0,https://www.abc.net.au/news/4965854,Greens Senator Rachel Siewert's foreign ownership claim overstated,Greens Senator Rachel Siewert claims China and the US would not allow a foreign government to buy 1 million hectares of land.,Rachel Siewert,Overstated,Greens,Foreign Affairs,Foreign ownership of land,"Lexile: 1350, grade level(s): >12",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,,Rachel Siewert says China and the US would not allow a foreign government to buy 1 million hectares of land. ,"Senator Siewert's claim is overstated. In China, foreign governments cannot buy large parcels of agricultural land. But in the some parts of the United States, foreign governments can purchase large parcels of agricultural land if the acquisition is not a threat national security."
4966426.0,https://www.abc.net.au/news/4966426,"Rudd, Abbott, Palmer's ad spending claims pure campaign spin ","ALP leader Kevin Rudd, Coalition leader Tony Abbott and Palmer United Party leader Clive Palmer all accuse each other of attempting to win the election with massive spending on advertising. Are their claims correct?","Kevin Rudd, Tony Abbott, Clive Palmer",Unsubstantiated,Multiple_Parties,Politics,Election Spending,Fri Sep 20 17:21:59 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-09-20 17:21:59,"Labor said the Coalition was spending 10 times as much on negative ads, the Coalition said Labor would massively outspend it and Clive Palmer said the Liberals spent $54 million on their campaign. ","On current information, Mr Rudd, Mr Abbott and Mr Palmer's election campaign spending claims are nothing more than campaign rhetoric."
4969228.0,https://www.abc.net.au/news/4969228,Concern Australian bank lending 'exceptionally high' is overblown,Investment strategist Paul Schulte claims Australian banks are lending too much money.,Paul Schulte,Overblown,Industry,Economy,Bank lending,Fri Sep 20 11:30:14 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-09-20 11:30:14,Investment strategist Paul Schulte says Australian banks are lending too much money. ,"While Mr Schulte's claim that Australia's loan-to-deposit ratio is high checks out, it doesn't take into account the stable nature of Australia's banking system and the fact that our loan-to-deposit ratio is getting better. The claim is overblown.  "
4977164.0,https://www.abc.net.au/news/4977164,Are the big chains' discount vouchers forcing small petrol stations out of business?,Newspaper advertisements placed by Independent retailers claim unsubsidised petrol stations cannot compete if discounts offered by supermarket chains go above 6 or 7 cents per litre.,Tony Abbott,Not the full story,Liberal,Economy,Fuel price,Wed Sep 25 19:06:45 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-09-25 19:06:45,Independent retailers say unsubsidised petrol stations cannot compete if discounts offered by supermarket chains go above 6 or 7 cents per litre. ,The claim is not the full story. Prolonged discounting at higher levels could force some service stations into losses on their petrol products business. But their viability could depend on their ability to mitigate these losses from their sales of non-petrol products.
4979898.0,https://www.abc.net.au/news/4979898,Is it illegal to turn back boats in international waters to Indonesia?,Indonesian politician Tantowi Yahya claims it is illegal for Australia to turn back asylum seeker boats in international waters.,Tantowi Yahya,"Yes, but more to it",Other,Immigration,Asylum seekers,Thu Sep 26 18:10:39 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-09-26 18:10:39,Indonesian politician Tantowi Yahya says it is illegal for Australia to turn back asylum seeker boats in international waters.,"Mr Yahya's statement is correct, but there is more to the story. The Government cannot legally turn back boats in international waters. But the Government can legally turn back asylum seeker boats intercepted within 24 nautical miles of the Australian coastline, provided it is safe to do so."
4980952.0,https://www.abc.net.au/news/4980952,Will New South Wales run short of gas by 2016?,Federal Industry Minister Ian Macfarlane claims gas supply problems are looming in NSW because there has been insufficient progress in developing its coal seam gas industry.,Ian Macfarlane,Unverifiable,Liberal,Infrastructure,Energy,Mon Sep 30 08:48:40 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2013-09-30 08:48:40,Federal Industry Minister Ian Macfarlane says gas supply problems are looming in NSW because there has been insufficient progress in developing its coal seam gas industry.,Mr Macfarlane's claim is unverifiable. 
4983476.0,https://www.abc.net.au/news/4983476,AFL the big winner from decade of investment in sporting infrastructure,"Former Victorian premier and president of AFL club Hawthorn, Jeff Kennett, claims AFL CEO Andrew Demetriou secured hundreds of millions of dollars for ground upgrades, giving the game supremacy over other codes.",Jeff Kennett,Correct,Industry,Funding,AFL government funding,Fri Sep 27 16:42:14 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-09-27 16:42:14,"Jeff Kennett says Andrew Demetriou has used his 10 years in the top job to secure hundreds of millions of dollars from governments for AFL ground upgrades, which has put the code on the top of the heap.",Mr Kennett is correct when he says hundreds of millions of dollars in government money has been invested under Mr Demetriou's watch. 
4989750.0,https://www.abc.net.au/news/4989750,What Greg Hunt didn't say about the carbon price and emissions,New federal Environment Minister Greg Hunt claims emissions increased from 560 to 637 million tonnes under the carbon price.,Greg Hunt,Misleading,Liberal,Environment,Carbon Price,Tue Oct 01 18:21:01 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-10-01 18:21:01,Greg Hunt says emissions went up under the carbon price from 560 to 637 million tonnes. ,Mr Hunt based his claim on modelling for the year 2020. He failed to mention that the same modelling projects that emissions would go up further if a carbon price wasn't in place. Mr Hunt's claim is misleading.
4993930.0,https://www.abc.net.au/news/4993930,Do Australians waste $8 billion worth of edible food each year?,"FoodWise, a national campaign run by not-for-profit group DoSomething, says Australians throw out $8 billion worth of edible food every year.",FoodWise,Stacks up,Industry,Environment,Food waste,Tue Oct 08 17:45:24 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-10-08 17:45:24,The FoodWise campaign says Australians throw out $8 billion worth of edible food every year.,"Based on the available research, the claim stacks up. But the $8 billion only relates to household food waste. The total value of food waste in Australia would far exceed this figure."
4994330.0,https://www.abc.net.au/news/4994330,Christopher Pyne exaggerates Labor's international student 'failure',"Federal Education Minister, Christopher Pyne claims since 2008 Labor has shrunk the international student industry by about a quarter.",Christopher Pyne,Exaggeration,Liberal,Education,,Fri Oct 04 09:17:44 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-04 09:17:44,Christopher Pyne says since 2008 Labor has shrunk the international student industry by about a quarter.,Mr Pyne overstates how far the international student industry has shrunk and his claim that Labor was responsible for the drop is not the full story.
4994592.0,https://www.abc.net.au/news/4994592,Abbott splitting hairs on the difference between towing and turning back the boats,Prime Minister Tony Abbott claims there is a big between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia.,Tony Abbott,Splitting hairs,Liberal,Immigration,Asylum Seekers,Thu Oct 10 08:52:45 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-10 08:52:45,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia.,"In practical terms, ""turn back"" and ""tow back"" are interchangeable depending on the circumstances. Mr Abbott is splitting hairs. "
4997304.0,https://www.abc.net.au/news/4997304,Greens' claims over Ferguson lobbying are in the ballpark,"Australian Greens' leader Christine Milne says former federal resources and energy minister Martin Ferguson's new jobs as group executive of natural resources for Seven Group Holdings and as chair to a petroleum industry advisory board, make a mockery of the lobbying code of conduct.",Christine Milne,In the ballpark,Greens,Politics,Political conduct,Mon Oct 07 16:20:16 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-07 16:20:16,Christine Milne says former resources minister Martin Ferguson's new jobs make a mockery of the lobbying code of conduct.,By taking up the appointment within the cooling off period it can be argued that Mr Ferguson has made a mockery of the intent and spirit of the code.
5002500.0,https://www.abc.net.au/news/5002500,Doing the sums: How much is Clive Palmer worth?,"Federal MP and businessman Clive Palmer is referred to as a billionaire in the media, but he claims: ""I don't say I'm a billionaire. I've never said that. I've never said I've got any money"".",Clive Palmer,Billionare,Independent,Economy,Wealth,Mon Nov 25 08:45:26 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-25 08:45:26,"Clive Palmer is constantly referred to as a billionaire in the media, but the man himself has been vague on the details of his wealth.","Based on publicly available information, as at June 30, 2012, Mr Palmer's wealth is $1.13 billion."
5012086.0,https://www.abc.net.au/news/5012086,MP expenses: Are the rules clear?,"Labor leadership contender Anthony Albanese claims the rules on MP entitlements are ""pretty clear"".",Anthony Albanese,Incorrect,Labor,Politics,Political Conduct,Fri Oct 11 08:58:33 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-10-11 08:58:33,"Anthony Albanese says the rules on MP entitlements are ""pretty clear"". ","The rules are not clear. In the many documents describing how the system works, there is no definition of what constitutes parliamentary, electorate and official business."
5012392.0,https://www.abc.net.au/news/5012392,Financial advisers not telling the full story on superannuation property risks,The head of a self-managed superannuation fund claims there is no evidence that self-managed super funds make reckless residential property purchases.,Andrea Slattery,Not the full story,Industry,Housing,"Super funds, property",Mon Oct 21 09:31:30 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-21 09:31:30,Andrea Slattery says there is no evidence self-managed super funds are making reckless residential property purchases.,"Ms Slattery's claim is not the full story. Ms Slattery is right that residential property represents a small 3 per cent of all SMSF assets. However, when commercial property is added, the figure is 15 per cent and growing."
5014018.0,https://www.abc.net.au/news/5014018,Can Australia become the world's leading LNG exporter?,Industry Minister Ian Macfarlane claims Australia is set to become the world's second largest or largest exporter of LNG.,Ian Macfarlane,Fair bet,Liberal,Economy,LNG export,Mon Oct 14 09:29:21 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-10-14 09:29:21,Industry Minister Ian Macfarlane says Australia is set to become the world's second largest or largest exporter of LNG.,"Mr Macfarlane's prediction is soundly based on official research. But its fulfilment could be undermined by factors such as planned expansion in the US and Canada, or domestic issues such as increasing labour costs."
5020718.0,https://www.abc.net.au/news/5020718,Will the ACT's marriage equality bill survive a High Court challenge?,ACT Chief Minister Katy Gallagher claims the ACT's marriage equality laws can operate concurrently with the federal Marriage Act.,Katy Gallagher,Doubtful,Labor,Gender,Marriage,Tue Oct 15 13:27:24 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-15 13:27:24,Katy Gallagher says the ACT's marriage equality laws can operate concurrently with the federal Marriage Act.,The ACT bill has some problems and its long-term prospects for success are doubtful. 
5023984.0,https://www.abc.net.au/news/5023984,Do vegetarians weigh less and have lower risk of disease than meat-eaters?,"Animal rights group PETA claims vegetarians and vegans weigh less than meat eaters and have a reduced risk of diseases such as cancer, heart disease, diabetes and strokes.",PETA,"Yes, but more to it",Industry,Health,Vegetarian,Thu Oct 17 14:42:22 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-10-17 14:42:22,"Animal rights group PETA says vegetarians and vegans weigh less than meat eaters and have a reduced risk of diseases such as cancer, heart disease, diabetes and strokes.","PETA's claim is correct, but there's more to the story. A poorly planned vegetarian/vegan diet can result in nutritional deficiencies and other health problems, and it is misleading to suggest an absence of meat alone will bring about weight loss. "
5024250.0,https://www.abc.net.au/news/5024250,Would a delay in ACT same-sex marriage avoid leaving couples in limbo?,Federal Attorney-General George Brandis has asked the ACT Government not to give effect to its new laws until their constitutional validity is determined by the High Court.,George Brandis,Fair bet,Liberal,Social Issues,Marriage,Mon Oct 21 17:58:37 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-10-21 17:58:37,George Brandis has asked the ACT not to give effect to its new same-sex marriage laws until their constitutional validity is determined by the High Court. ,It's a fair bet that the ACT can take up the Federal Government's suggestion to delay the start of the marriage equality laws until the High Court makes a decision.
5026782.0,https://www.abc.net.au/news/5026782,Coalition in the ballpark on household savings from axing the carbon tax,Prime Minister Tony Abbott and Environment Minister Greg Hunt claim axing the carbon price will save households an average of $550 next financial year. ,Tony Abbott and Greg Hunt,In the ballpark,Liberal,Environment,"Coalition, carbon tax",Fri Oct 18 13:20:27 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-18 13:20:27,Tony Abbott and Greg Hunt say axing the carbon price will save households an average of $550 next financial year. ,"In the 2014-15 financial year, households will be better off to the tune of $550 than they would be if current legislation stayed in force. The following year, when the legislation introduces a floating price, the estimated impact on households would halve to $280."
